fecha,provincia,producto,media,n
2026-07-12,Zamora,gasoleo_a,1.5694,85
2026-07-12,Zamora,gasoleo_premium,1.6841,50
2026-07-12,Zamora,gasolina_95_e5,1.5667,79
2026-07-12,Zamora,gasolina_98_e5,1.747,44
2026-07-12,Zamora,glp,1.0468,5
2026-07-12,Zaragoza,gasoleo_a,1.5512,231
2026-07-12,Zaragoza,gasoleo_premium,1.6355,87
2026-07-12,Zaragoza,gasolina_95_e5,1.5596,219
2026-07-12,Zaragoza,gasolina_98_e5,1.7571,95
2026-07-12,Zaragoza,glp,1.037,10
2026-07-12,Ávila,gasoleo_a,1.6158,73
2026-07-12,Ávila,gasoleo_premium,1.7193,47
2026-07-12,Ávila,gasolina_95_e5,1.5889,72
2026-07-12,Ávila,gasolina_98_e5,1.7466,34
2026-07-12,Ávila,glp,1.1277,3
